,1,2,3,4,5,6,7,8,9,10,11,12,13
81,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,
82,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,,,
83,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,,,,,
84,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,,,,
85,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,,,,
86,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,,,,,,
87,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,,,,
88,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
89,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,,
90,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,,,
91,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
93,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,
94,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,
95,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,
96,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,,,,,
97,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,,,,,
98,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,
99,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,,,,,
100,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,,,,,
101,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,,,
102,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,
103,0.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,,,
104,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
105,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,,,,
Mean per turn,0.31999999999999995,0.26666666666666666,0.3466666666666666,0.33333333333333337,0.31999999999999995,0.33333333333333326,0.3333333333333333,0.303030303030303,0.3,0.38888888888888884,0.16666666666666666,0.0,0.6666666666666666
