,1,2,3,4,5,6,7,8,9,10,11,12,13
81,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,
82,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,
83,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,,,,,
84,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,
85,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,
86,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
87,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
88,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
89,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,
90,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
91,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
93,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
94,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,
95,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,,,,,
96,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,,,,,
97,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,,,,,
98,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
100,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,,,,,
101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
102,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Mean per turn,0.3466666666666666,0.026666666666666665,0.05333333333333333,0.13333333333333333,0.05333333333333333,0.10666666666666666,0.05555555555555555,0.0303030303030303,0.0,0.0,0.0,0.0,0.0
