,1,2,3,4,5,6,7,8,9,10,11,12,13
81,0.19004688335796713,0.0,0.12463048596536717,0.0,0.1919175628952251,0.5679726963447116,0.0,0.0,,,,,
82,0.5102404246590811,0.08484946226286495,0.0,0.1564262420075855,0.18543279769614657,0.0,0.42597952225853364,0.0,0.0,0.3354350434265105,,,
83,0.0,0.0,0.48975957534091885,0.1919175628952251,0.0,0.0,0.5934728644740254,0.47343429882401267,,,,,
84,0.0740204777414663,0.0,0.0,0.0,0.0,0.0,,,,,,,
85,0.23463936301137822,0.4846393630113782,0.7653606369886217,0.058659840752844555,0.058659840752844555,0.0,0.0,0.0,0.0,,,,
86,0.22061088123237793,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
87,0.5474918470265493,0.0,0.7039180890341347,0.0,0.6394702686417724,,0.1696989245257299,0.0,0.36121211352040195,,,,
88,0.0986939703219551,0.45250815297345076,0.1352669425211465,0.0,0.8435737579924145,0.0,0.0,0.1529774099718047,0.0,0.0,,,
89,1.0,0.0,0.0,0.8519590445170673,0.3738914578961015,0.0,0.41340159247155434,1.0,0.0,0.0,0.0,,
90,0.46927872602275644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
91,0.35587782375352445,0.0,0.0,0.2960819109658653,0.0,0.2032635677629873,0.0,0.0,,,,,
92,0.0,0.0,0.0,0.1564262420075855,0.0,0.312852484015171,0.0,,,,,,
93,0.4692787260227565,0.0,0.46927872602275644,0.0,0.0,0.0,,,,,,,
94,0.19134015924715542,0.0,0.2901582979475451,0.0,0.0,0.0,0.0,0.0,,,,,
95,0.0,0.0,0.0,0.08534393871123146,0.0786330817976201,0.42597952225853364,0.23463936301137825,0.6461858173485043,,,,,
96,0.46927872602275644,,0.46927872602275644,1.0,0.0,0.0,0.46927872602275644,0.36121211352040195,,,,,
97,0.23589924539286034,0.46927872602275644,0.0,0.46927872602275644,0.0,0.13268031849431086,0.0,0.0,,,,,
98,0.5740204777414663,0.0,0.0,0.0,0.0,0.35195904451706733,0.0,0.2960819109658653,,,,,
99,0.0,0.0,0.0,0.0,0.0,0.0,0.4692787260227565,0.0,,,,,
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
101,0.0,0.1564262420075855,0.1706878774224629,0.2960819109658653,0.7653606369886217,0.0740204777414663,0.0,0.0,0.0,0.0,,,
102,0.1480409554829326,0.0740204777414663,0.46927872602275644,0.06763347126057324,0.0,0.0,0.0,0.0,0.0,,,,
103,0.0,0.46927872602275644,0.0,0.0,0.0,0.10706810063236014,,0.0,0.0,0.0,,,
104,0.0,,0.7653606369886217,0.0,,0.0,0.0,0.0,0.25,0.0,,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.7117556475070489,0.33333333333333337,0.0,0.0,,,,
Mean per turn,0.23155034748147935,0.09526091956705472,0.19411914881108353,0.145192355604264,0.1307058085275311,0.12031466080306906,0.14132195691454855,0.13951864526812327,0.0611212113520402,0.05590584057108508,0.0,0.0,0.0
